ITEMID,DESCRIPTION,COMMODITYCODE,COST ,COSTUM
R5825,Organic Broccoli Powder,Food,14,kg
R5830,Organic Quinoa powder,Botanical,12.15,kg
R5846,Organic purple carrot juice powder,Botanical,21.98,kg
R5856,Marshmallow Root Extract 4:1,BotExtract,55,kg
R5854,Pomegranate Extract (fruit & skin) (std. to 60% polyphenols),BotExtract,85,kg
R5855,Wormwood Herb,Botanical,15.631,kg
R5783,Yohimbine HCl 98%,BotExtract,585,KG
R5885,Organic Chaga Extract 1:1 FOOD ONLY,BotExtract,54,KG
R5889,Organic Reishi Mushroom Extract 1:1 (fruiting body) FOOD ONLY,BotExtract,60,kg
R5886,Organic Cordyceps Mushroom Extract 1:1 (fruiting body) FOOD ONLY,BotExtract,65,KG
R5887,Organic Lion's Mane Mushroom Extract 1:1 (fruiting body),BotExtract,48,KG
R5888,Organic Maitake Mushroom Extract 1:1 (fruiting body) FOOD ONLY,BotExtract,56,KG
R5890,Organic Shiitake Mushroom Extract 1:1 (fruiting body) FOOD ONLY,BotExtract,39,KG
R5891,Soluble Corn Fiber Resistant Dextrin FiberSmart  FOOD ONLY,Fiber,4.49,KG
R5898,Natural Red and White Sprinkle Blend FOOD ONLY,Excipient,1.75,KG
R5894,Natural Burnt Sugar Type Flavor 769012 FOOD ONLY,Flavor,46.715,KG
R5893,Natural Vanilla Type Flavor 769001 FOOD ONLY,Flavor,54.012,KG
R0001S,Ahiflower Oil,Fat/Facid,29.5,KG
R0002S,Broccoli Seed Oil,Fat/Facid,18.62,KG
R0006S,Avocado Oil,Fat/Facid,6.25,KG
R003,"Croscarmellose Sodium NF Acdisol/Solutab, WADA - Kosher",Excipient,10.88,kg
R006,"Acetyl L-Carnitine HCl, 83% Acetyl L-Car",AminoAcid,27,kg
R009,Citrus Aurantium 6% (Advantra Z TM),BotExtract,42,kg
R012,Alfalfa Leaf Powder,Botanical,7.67,kg
R017,Aloe Vera Leaf Powder (A. barbadensis),Botanical,17.7,kg
R019,Alpha Lipoic Acid 99%,Nutrition,55,kg
R021,"Amylase 30,000 SKB/g",Enzyme,18.76,kg
R028,Apple Fiber Powder,Botanical,9.36,kg
R033,"Ascorbyl Palmitate, 42.5% Vitamin C (Customer Specified)",Vitamin,39,kg
R034,"Ascorbic Acid USP, 99% - Kosher, WADA (Customer Specified)",Vitamin,4.55,kg
R036,"Ascorbic Acid DC NLT 96% Vitamin C - Halal, Registered (Customer Specified)",Vitamin,5.2,kg
R037,Ashwagandha Extract 2.5% Withanolides,BotExtract,32,kg
R039,Astragalus Root Powder,Botanical,15.76,kg
R040,Astragalus Root Extract 5:1,BotExtract,27.25,kg
R044,Barley Grass Powder - Kosher,Botanical,8.85,kg
R049,Bee Pollen Powder,Botanical,17.37,kg
R051,Bentonite Clay (Montmorillonite),Mineral,4.96,kg
R054,Beta-Sitosterol 40% (Phytosterols 95%),Nutrition,25.48,kg
R055,Betaine HCl NLT 98% USP NLT 74% Betaine - Halal,Nutrition,9.5,kg
R058,Bilberry Leaf Powder,Botanical,66.66,kg
R059,Bilberry Fruit Powder Extract 4:1,BotExtract,36.31,kg
R061,Bioperine (Black Pepper Extract NLT 95%),BotExtract,510,kg
R062,"d-biotin NLT 1% Granular on DCP, WADA (Customer Specified)",Vitamin,8,kg
R064,"Black Walnut Hull Pwd, Juglans nigeria",Botanical,14.5,kg
R066,Blessed Thistle Herb Powder,Botanical,12,kg
R067,Black Cohosh Root Powder (C. racemosa),Botanical,40.6,kg
R070,Blueberry Fruit Powder,Botanical,20.75,kg
R073,Borage Oil Powder,Fat/Facid,54.5,kg
R078,Boswellia serrata Ext >65% Organic Acids,BotExtract,42,kg
R086,Brown Rice Powder,Fiber,1.54,kg
R094,"Silicon Dioxide Fumed (Cabosil M5P- Kosher, Halal",Excipient,80.39,kg
R095,Cabbage Powder,Botanical,20.28,kg
R100,Calcium Aquamin (from Seaweed) Ca 31%,Mineral,10.57,kg
R103,"Calcium Carbonate DC, 36% Ca",Mineral,1.8,kg
R104,"Calcium Citrate DC, Ca 20.5%",Mineral,7.34,kg
R1051,"Beet Fiber Food Grade - Kosher, Halal",Fiber,6.25,kg
R1057,Gamma Oryzanol,Nutrition,79.75,kg
R1058,Astaxanthin 2% beadlet,Nutrition,479,kg
R1059,Magnesium Sulfate Anhydrous 98% Mg 19.8%,Mineral,4.75,kg
R1061,Dextrose Monohydrate powder 99.5%,Nutrition,3.45,kg
R107,Calcium Lactate (Calcium NLT 13%),Mineral,19.2,kg
R108,Calcium Malate (Calcium NLT 20%),Mineral,16.75,kg
R1087,Panax Ginseng Extract 4:1,BotExtract,27,kg
R1100,"Silicon Dioxide, Fine - Kosher, Non-GMO Project Verified, WADA",Excipient,4.57,kg
R111,"Cal Pyruvate Dihydrate Ca 15%, 60% pyruv",Mineral,18.63,kg
R1114,Betaine Anhydrous NLT 98% (TriMethGlyc),AminoAcid,8.8,kg
R112, Calcium Stearate - Vegetable Grade - RSPO,Mineral,5.73,kg
R1120,Echinacea Purpurea Root Powder,Botanical,21.12,kg
R1121,Glucosamine HCl Gran 95%/Glucosamine 79%,Nutrition,9.5,kg
R1126,Pau D'Arco Extract 4:1,BotExtract,42.25,kg
R1129,Cat's Claw Extract 4:1,BotExtract,19,kg
R1145,Surelease Clear - Vegan 25% Solids,Coating,39.05,kg
R1158,Hydroxypropyl Methyl Cellulose K4M,Excipient,15,kg
R1164,"Optizinc (Zn Monmethionine) 20% Zn, WADA",Mineral,35.1,kg
R1167,Wheat Bran Powder,Fiber,1.12,kg
R1176,Soy Isoflavones 40% Non-GMO,Hormone,87.3,kg
R1181,"Chondroitin Sulfate Sodium, NL 81% as is",Animal,45.5,kg
R1192,Xylitol Crystalline,Nutrition,6.5,kg
R1195,Rice Flour White Fine Powder - Kosher (Customer Specified),Excipient,1.51,kg
R1198,Cupric Oxide Powder NLT 76% Cu,Mineral,110.78,kg
R1205,Hesperidin 90%,BotExtract,28.5,kg
R1210,"Magnesium Caprylate, 74% Caprylic Acid",Mineral,32.21,kg
R1211,Calcium Caprylate 82%,Mineral,23.84,kg
R1218,Korean Ginseng Root 5% Ginsenosides,BotExtract,82,kg
R1226,Apple fruit Powder,Botanical,27.21,kg
R1228,Beet Greens Leaf Powder,Botanical,36.3,kg
R1236,Triphala Powder,Botanical,44,kg
R1246,Echinacea Purpurea PE 4%,BotExtract,63,kg
R1255,Iron Bisglycinate NLT 18%,Mineral,35.62,kg
R1260,Grape Skin Pwd 30% Polyphenols (V. vinif,BotExtract,42.25,kg
R1265,Zinc Monomethionine 18%,Mineral,20,kg
R1268,Pycnogenol ,BotExtract,3700,kg
R1269,Astragalus Root PE,BotExtract,43,kg
R1275,Echinacea Purpurea Herb Powder,Botanical,16.5,kg
R1283,Psyllium Seed Powder - Kosher,Botanical,11.707,kg
R129,Cellulase 1000 CU/g,Enzyme,40,kg
R1291,Graminex Flower Pollen Extract G63,BotExtract,209,kg
R1294,"Gum Arabic - Kosher, Halal",Fiber,5.09,kg
R1301,Prosweet MQ82 All Natural Powder,Flavor,43.76,kg
R1302,L-Tyrosine USP Granular 98% - Kosher,AminoAcid,16.35,kg
R1304,Grape Skin Extract 4:1,BotExtract,30,kg
R1305,"Grape Seed Extract 4:1, Vitis vinifera",BotExtract,38,kg
R1313,YELLOW DYE POWDER #6,Color,21.164,kg
R1319,"Lipase 10,000 LU's/g",Enzyme,1000,kg
R1325,Natural French Vanilla F-112515  WONF,Flavor,13.86,kg
R1327,Vitamin B6 26.7% (Pyridoxine HCl) Rocoat,Vitamin,97.57,kg
R1328,Vitamin B2 (Riboflavin) Rocoat 33 1/3%,Vitamin,110,kg
R1329,"Thaimine Mononitrate, Vitamin B1 24.8%",Vitamin,61.8,kg
R133,Chamomile Flower Powder,Botanical,11.5,kg
R1330,Niacinamide Descote NLT 32.6%,Vitamin,28.4,kg
R1331,Beet Root PE 5:1 (Customer Specified),BotExtract,30.93,kg
R1333,ENTEROCOCCUS FAECUM 100 Billion/g,Probiotic,299,kg
R1337,Cayenne Fruit Powder,Botanical,11,kg
R1348,"Klucel Nutra D modified cellulose, WADA",Excipient,56.63,kg
R135,Chaste Berry P.E. 4:1,BotExtract,18,kg
R1352,Turmeric PE 4:1 (Curcuma spp.),BotExtract,46,kg
R1357,Natural Cherry Wonf F-1618,Flavor,58.62,kg
R1360,Epimedium Extract 10% (Epimedium Sagitta,BotExtract,36,kg
R1364,Red Raspberry Powder,Botanical,48.32,kg
R137,Chaste Tree Berry Powder,Botanical,11,kg
R1386,"Potassium Bicarbonate 39% K, USP, WADA",Mineral,13.76,kg
R1391,"Natural Orange Flavor, WADA",Flavor,32.27,kg
R1392,TARTARIC ACID,Excipient,7.29,kg
R1396,Bilberry Fruit Powder,Botanical,97.85,kg
R1411,Organic Jerusalem Artichoke Powder (Heliathus Tuberosus),Botanical,8.5,kg
R1412,"FiberAid  AG, Arabinogalactan, (Larch)",Fiber,34.5,kg
R1419,Magnesium Carbonate 24.1% Mg.,Mineral,5.16,kg
R142,Chitosan Hi-Density,Animal,29.5,kg
R1421,Prosolv SMCC  90,Excipient,13.11,kg
R1425,"Fish Oil Powder, 13.2% DHA",Animal,53.9,kg
R1427,Novasoy 400 (40% Isoflavones),Hormone,251.45,kg
R1428,Manganese Carbonate NLT 43% Mn,Mineral,17,kg
R1437,Red Clover Extract 4:1,BotExtract,20,kg
R144,Chlorella Powder - Broken Cell Wall,Botanical,19.5,kg
R145,Choline Bitartrate Pwd (Choline NLT 40%),Nutrition,9.9,kg
R1450,Folic Acid NLT 10% - Kosher,Vitamin,21.15,kg
R1454,Orange Juice Powder,BotExtract,15,kg
R146,Choline Bitartrate 98% DC (Choline 40%),Nutrition,10.5,kg
R1463,Boswellin  (Boswellia serrata Extract),BotExtract,42,kg
R1470,Povidone K30,Excipient,26.65,kg
R1471,Microcrystalline Cellulose Mcc101 Kosher,Excipient,4.27,kg
R1472,Maca Root 4:1,BotExtract,36,kg
R148,Chromium Nicotinate (Chromemate TM) 10%,Mineral,2750,kg
R1481,Zeaxanthin 5%,Nutrition,358.36,kg
R151,Chromium Chloride NLT 5% Cr Kosher,Mineral,49.95,kg
R1513,Natural Orange Flavor Crystals,Flavor,21.72,kg
R1515,Chymotrypsin 75 USP Units/mg (1:25),Enzyme,363,kg
R152,Chromium Citrate NLT 2% Cr,Mineral,24,kg
R1522,Powdered Fructose,Excipient,3.88,kg
R1523,Honey Quick Flo Granules - Kosher,Excipient,10.93,kg
R1527,"Malic Acid Fine Granular (Customer Specified) - Halal, Kosher, Registered Formula, WADA",Excipient,6,kg
R1528,Diindolylmethane,Nutrition,51,kg
R153,"Chromium Picolinate NLT 12% Cr -Kosher, Halal",Mineral,66,kg
R1532,Nicotinamide Adenine Dinucleotide Gran.,Nutrition,2000,kg
R1533,Coral Calcium 35%,Mineral,8.1,kg
R1542,"Psyllium Husk Powder, 85% USP Kosher",Fiber,10.35,kg
R1546,"Bilberry Ext 25% Anthocyanosides, Kosher",BotExtract,460,kg
R1551,L-Arginine Alpha Ketoglutarate 2:1,AminoAcid,16.5,kg
R1566,"Dicalcium Malate, 29% Calcium",Mineral,12.63,kg
R1568,Kelp  (Iodine 0.5%) - Kosher,Botanical,19.45,kg
R1570,"Resveratrol, 50% Trans-Resveratrol (Customer Specified)",BotExtract,76.65,kg
R159,"Citric Acid Anhydrous - Kosher, WADA",Excipient,3.64,kg
R1612,ACTIVATED CHARCOAL USP,Nutrition,22.81,kg
R1621,VANADIUM AAC 1%,Mineral,102.65,kg
R1624,Sodium Chloride (SALT) - Kosher,Mineral,0.79,kg
R1626,"Rhodiola rosea Ext 3% Rosavins, WADA",BotExtract,149,kg
R163,Citrus Bioflavonoid Ext 90% Total Bioflavonoids,BotExtract,26,kg
R1636,ACESULFAME K,Excipient,23.95,kg
R1641,BROAD BEAN (FAVA BEAN),Botanical,13,kg
R1662,BETA 1 3-D GLUCAN 80%,Nutrition,102.11,kg
R167,Coenzyme Q-10 USP (98%) - Kosher,Nutrition,169,kg
R1670,Suntheanine - TM  L-Theanine,AminoAcid,375,kg
R1675,Beta Carotene 333M IU/g,Vitamin,117,kg
R1678,Dutch Cocoa Powder (Customer Specified),Botanical,11.81,kg
R1682,Syloid TM 244 - Kosher (Customer Specified),Excipient,20.86,kg
R1685,L-Carnitine Base 85% Carnicote,AminoAcid,66,kg
R1690,ChickenCollagen Type II KollaGenII-xs TM,Animal,110,kg
R1691,"Beta Carotene 1% CWS, 16650 IU/g Natural, WADA (Customer Specified)",Vitamin,33,kg
R1695,d-Biotin NLT 98% - Kosher,Vitamin,225,kg
R1710,"VANADIUM BMOV 15-17%, WADA",Mineral,540,kg
R1715,Guarana Seed Ext Granular 50% Caffeine,BotExtract,20.94,kg
R1720,"Oolong Tea PE, 40% Polyphenols",BotExtract,20.5,kg
R1722,"Guar Gum, Procol U Brand - Kosher",Fiber,7.14,kg
R1727,YELLOW DOCK ROOT EXT 4:1,BotExtract,89.2,kg
R1729,Garcinia cambogia  60-62%,BotExtract,9,kg
R173,Copper Citrate NLT 36% Cu (5% OVERAGE) (Customer Specified),Mineral,25.94,kg
R1730,D-Limonene Powder 20%,Nutrition,28.73,kg
R1739,"Olive Leaf Ext, 15% Oleuropeins",BotExtract,38,kg
R174,"Copper Amino Acid Chelate, NLT 10%, WADA",Mineral,63.92,kg
R1741,"L-Carnitine L-Tartrate, 67.% Carnitine",AminoAcid,42,kg
R1742,"Fructose DC 95%, non-GMO - Kosher (Customer Specified)",Nutrition,6.78,kg
R1743,Magnesium Hydroxide Powder (Customer Specified),Mineral,3.63,kg
R1751,"ELEUTHERO EXTRACT 10:1, WADA",BotExtract,17,kg
R1753,"Stinging Nettle Leaf Extract 4:1, WADA",BotExtract,16,kg
R1754,"Wild Yam Root PE, WADA",BotExtract,45,kg
R1756,Calcium d-Glucarate (NLT 12% Ca),Mineral,66,kg
R1767,"Sepifilm MC980 1% (Clear/Cloudy), WADA",Coating,45,kg
R177,Copper Gluconate  USP NLT 14% Cu,Mineral,34.39,kg
R1774,Glucosamine Sulfate DC NLT 72.5% as is,Nutrition,11.5,kg
R1783,SCUTELLERIA BAICALENSIS ROOT SE 30%,BotExtract,34,kg
R1793,"Calcium B-Hydroxy B-Methyl Butyrate Mono - Kosher, WADA",Nutrition,82.5,kg
R1800,RED CLOVER 8% STANDARDIZED,BotExtract,52,kg
R1804,SENNA LEAF EXT 3% SENNOSIDES,BotExtract,22,kg
R1806,SCHIZANDRA BERRY EXT 4:1,BotExtract,38.5,kg
R1819,"Magnesium Ascorbate, 6% Mg, 80% Vit C",Mineral,21.44,kg
R1836,CITRUS PECTIN,Fiber,12.95,kg
R1843,Boron Amino Acid Complex (Glycinate) 10% (Customer Specified),Mineral,58.03,kg
R1881,"Metabromine , ""Theobromine 6%""",BotExtract,46.5,kg
R1885,D-RIBOSE,AminoAcid,17.9,kg
R1887,INULIN 90% Orafti GR,Fiber,5.95,kg
R191,Turmeric Root Powder (Curcumin longa),Botanical,15.06,kg
R1923,Flax Seed Oil Pwd NLT 40.3% Omega EFA's),Fat/Facid,18.7,kg
R1924,Creatine Magna pwd (8% magnes. 45% Creatine (Customer Exclusive),Hormone,55,kg
R1928,"L-Carnitine Fumerate, 58.5% L-Carnitine",AminoAcid,105,kg
R1929,"Magnesium Citrate USP, 11% Mg",Mineral,8.47,kg
R1958,"Vit D3 cholecalciferol, 500,000 IU/g",Vitamin,146,kg
R196,Damiana Leaf Powder,Botanical,18.45,kg
R197,Dandelion Root Extract 4:1,BotExtract,31.5,kg
R1989,Citrus Bioflavonoid complex 90%  (K) (Customer Specified) - Kosher,BotExtract,37.5,kg
R199,Dandelion Root Powder,Botanical,15.91,kg
R2009,WATERCRESS EXTRACT 4:1 Food Only,BotExtract,13.5,kg
R2031,"Green Tea Extract NLT 90% Polyphenols/NLT 80% Catechins, NLT 50% EGCG- Registered Formula",BotExtract,26,kg
R2033,SODIUM CASEINATE,Mineral,13.95,kg
R205,"Dicalcium Phosphate Anhydrous, Fine Mesh Powder (Customer Specified) - Kosher",Mineral,10.808,kg
R2055,Lutein 5%  - .25% Zeaxanthin,Vitamin,139,kg
R2057,Rhodiola Rosea Root Powder,Botanical,62,kg
R2058,Asparagus Powder,Botanical,26.74,kg
R2062,"Psyllium Husk Whole - Kosher, Non-GMO Project Verified",Fiber,13.007,kg
R2063,Green Tea NLT 50% Caffeine,BotExtract,27.75,kg
R2072,Choline Bitartrate 20/40 Crystalline,Nutrition,7.25,kg
R2073,Xanthan Gum 80 Mesh,Fiber,20,kg
R2076,Psyllium Husk Fine Powder 85%,Fiber,12.94,kg
R208,"Dicalcium Phosphte, 23% Ca, 18% P Kosher, WADA",Mineral,5.288,kg
R2083,White Tea Extract 80% Polyphenols,BotExtract,26.5,kg
R2084,L-Theanine 98%,AminoAcid,19,kg
R2085,Magnolia Bark Extract 80% Honokiol,BotExtract,369,kg
R2094,Sucrose Fatty Acid Ester,Nutrition,26.25,kg
R2096,L-Tryptophan Powder,AminoAcid,16.5,kg
R2097,Cinnamon Bark Powder,Botanical,7.1,kg
R2099,"Magnesium Aspartate NLT 14.2% Mg, WADA",Mineral,32.34,kg
R2105,"Magnesium Citrate Anhydrous, NLT 15% Mg",Mineral,14.73,kg
R2106,Protease 500 M HUT/G - Kosher,Enzyme,54.97,kg
R211,Di-Pac  Direct Compacting & Tableting Sugar (Customer Specified),Excipient,3.47,kg
R2114,"Tricalcium Phosphate 34% Ca, 19% P Gran",Mineral,13.05,kg
R2128,Maca Root Ext. 0.6% Macamides & Macaenes,BotExtract,225.93,kg
R214,DMAE Bitartrate 37%,Nutrition,14.5,kg
R2146,Sodium Hyaluronate (Hyaluronic Acid NLT 81%) - Kosher,Nutrition,99,kg
R2150,Opadry 2 Orange,Coating,53.22,kg
R2151,Opadry 2 Beige 3% Weight Gain,Coating,55.98,kg
R2158,Cranberry Extract Powder UPC 94815,BotExtract,66.36,kg
R2165,Brussel Sprouts Powder,Botanical,37.85,kg
R218,Dong Quai Root Powder,Botanical,39.46,kg
R2181,Vit B1 Thiamine Mononitrate 98%,Vitamin,35.1,kg
R219,Dulse Leaf Powder,Botanical,120.54,kg
R2190,Cherry Tart Powder - Drum Dried,Botanical,26.57,kg
R2206,Opadry NS Enteric,Coating,56.79,kg
R2210,"Black Catechu, Acacia catechu",Botanical,30,kg
R2225,"L-Aspartic Acid, 98.5%",AminoAcid,4.88,kg
R2233,"ZMA  Zn L-Monomethionine, Zn/Mg Aspartat",Mineral,59.48,kg
R2248,Xylitol DC - Kosher,Excipient,11.2,kg
R2255,Microlactin - Milk Protein Concentrate,Protein,39.5,kg
R2257,Beta  Alanine,AminoAcid,88,kg
R2260,Green Mate Ext. 30% Caffeine (Customer Specified),BotExtract,50.72,kg
R2261,Black Tea leaf Ext 40% polyphenols,BotExtract,102.5,kg
R2272,Dimagnesium Phosphate Grn 13.4% Mg 17% P,Mineral,8.07,kg
R2273,"Dipotassium Phosphate 44% K, 17% P",Mineral,12.81,kg
R2276,Sodium Phosphate Dibasic Anhydrous 32%Na,Mineral,9.37,kg
R228,Ethocel standard 10 premium Ethylcellulo,Excipient,54.13,kg
R2282,Natural Orange Flavor,Flavor,20.84,kg
R2283,"Vitamin B12, Methylcobalamin, 86.2% (Customer Specified)",Vitamin,2200,kg
R2318,"Aquamin TG Calcium 30%, Mg 2.2% - Kosher",Mineral,12.33,kg
R2332,Red Raspberry Leaf 4:1,BotExtract,35.35,kg
R2334,L-Histidine Base 98.5%,AminoAcid,80,kg
R2340,life'sDHA TM S17-P100 17%,BotExtract,80,kg
R2342,Natural Strawberry Flavor WONF,Flavor,17.61,kg
R2349,Erythritol - Eridex TM,Nutrition,5.7,kg
R235,Fructooligosaccharides 90.3% (as is) Kosher,Fiber,6.88,kg
R2351,Stevia Suave,BotExtract,57.5,kg
R2357,LycoLutein 5% VBAF (Kosher),Nutrition,139,kg
R2369,Lycomato Lycopene 5% VBAF,Nutrition,288,kg
R237,Fennel Seed Powder,Botanical,6.13,kg
R238,Fenugreek Seed Powder,Botanical,6.25,kg
R239,Ferrous Fumarate USP 31.4% Fe Kosher,Mineral,8.3,kg
R2395,Horehound Extract 4:1,BotExtract,18.4,kg
R2398,"Zinc Ascorbate, 14.3% Zn, 76% Vitamin C",Mineral,20.6,kg
R2403,Cranberry 90MX Powder UPC 94513,BotExtract,52.91,kg
R2405,"Calcium Citrate Ultrafine Pwd NLT 20.5% - Kosher, Halal (Customer Specified)",Mineral,16.66,kg
R2425,Holy Basil Powder,Botanical,13.5,kg
R2430,Strawberry  powder drum dried w/o seed,Botanical,30.158,kg
R2432,Red Currants Fruit Juice Powder,BotExtract,25,kg
R2446,Tricalcium phosphate Low Density NLT 34%,Mineral,7.826,kg
R2447,"Grape Freeze Dried Fruit Powder, Non-dietary",Botanical,16.54,kg
R2459,Mixed Tocopherols 30%,Vitamin,46.49,kg
R246,FloraGLO  Lutein 5.0% CWS/S-TG - Vegetar,Nutrition,194.5,kg
R2460,Lecithin Pwder (Lecigran 1000P) - Kosher,Nutrition,49.41,kg
R2461,"Strontium Citrate Dibasic, NLT 30.6% Sr",Mineral,20.5,kg
R2469,DL-Methionine FCC 98.5%,AminoAcid,16.5,kg
R2486,Pomegranate Extract 40% Ellagic Acid,BotExtract,31.5,kg
R2489,"Niacinamide Powder 98.5%, WADA (Customer Specified)",Vitamin,9.2,kg
R249,"Fo-ti Root Powder, Polygonum multiflorum",Botanical,21.47,kg
R2497,Methocel K4M Premium,Excipient,16.62,kg
R2501,Pearlitol 200SD,Excipient,23.44,kg
R2502,Explotab - Sodium Starch Glycolate,Excipient,12.85,kg
R2507,Lemon Flavor Nat. WONF,Flavor,74.912,kg
R251,Fructose (Crystalline Corn Sweetener USP) Powder Non-GMO WADA VENDOR EXCLUSIVE,Excipient,2.38,kg
R2511,Mucuna Pruriens Ext. 40% L-DOPA,BotExtract,67,kg
R2512,Crospovidone XL-10,Excipient,75.25,kg
R2514,"Amylase Fungal (Aspergillus Oryzae) 140,000 DU/g or SKB/g - Halal (Customer Specified)",Enzyme,74.11,kg
R2515,Cellulase 120M CU/g,Enzyme,65.73,kg
R2516,"Invertase 10,000 Sumner/g",Enzyme,35.43,kg
R2518,"Pectinase 3,500 Endo-PG/g",Enzyme,195.8,kg
R2519,Glucoamylase 1000 AG/g,Enzyme,24.2,kg
R2522,"Hemicellulase 400,000 HCU/g",Enzyme,253,kg
R2523,"Maltase 12,000 DP/g",Enzyme,40.7,kg
R2524,"Lipase 15,000 FIP Units/g, 150,000 LU/g",Enzyme,67.97,kg
R2526,Lycopene 10% DC,Nutrition,199,kg
R2528,Lactobacillus acidophilus - 150BU/g,Probiotic,480.24,kg
R2537,Colloidal Silicon Dioxide,Excipient,56.38,kg
R2538,"Glucosamine Sulfate Vegetarian, NLT 72%",Nutrition,18,kg
R254,Gamma Aminobutyric Acid,AminoAcid,7.8,kg
R2544,Enzyme Blend - Vineyard,Enzyme,96.03,kg
R2545,Phosphatidylserine Powder 60%,Nutrition,495.55,kg
R2550,"Lactase 100K ALU (FCC) units/g - Kosher, Halal",Enzyme,245,kg
R2552,Zinc Gluconate  USP (12.8% Zn),Mineral,13.8,kg
R2553,Stearic Acid,Excipient,11.08,kg
R2557,Ginkgo Biloba Extract 24/6,BotExtract,115,kg
R2560,"Pot Iodide 23.3% K, 75.7% Iodine Kosher",Mineral,85.55,kg
R2565,L-Lysine HCL Powder - Kosher,AminoAcid,5.04,kg
R2567,Methocel K4M Food Grade,Excipient,23.12,kg
R2568,Creapure-Creatine Mono (87.9% Creatine),Nutrition,18,kg
R2575,Opadry White #YS-1-18132 - 3% wgt gain,Coating,50.54,kg
R2576,"Sharp PS 70P, 70% Powder Phosphatidylse",Nutrition,598.5,kg
R2577,Alpha Lipoic Granular 99%,Nutrition,48,kg
R2580,Zinc Arginate 10%,Mineral,56.9,kg
R2588,DiMagnesium Malate 19%,Mineral,16.85,kg
R2589,Magnesium Glycinate Chelate 10% - Kosher,Mineral,20.44,kg
R2590,Amla Extract 45% Tannins,BotExtract,36,kg
R2591,Lacto acidophilus 100 Bil CFU/g - Kosher,Probiotic,274.4,kg
R2592,Lactococcus lactis lactis 100 Bil//CFU/g,Probiotic,277,kg
R2593,Lactobacillus plantarum 100 Bil CFU/g,Probiotic,158.32,kg
R2594,Lactobacillus brevis 100 Billion CFU/g,Probiotic,272,kg
R2595,Lactobacillus helveticus 100 Bil CFU/g,Probiotic,985,kg
R2596,"Serratiopeptidase 120,000 SU/g",Enzyme,104.84,kg
R2597,Lactobacillus casei 100 Billion CFU/g,Probiotic,277.13,kg
R2599,"Papain 50,000 USP units/mg - Kosher",Enzyme,155.1,kg
R2600,Acid Stable Protease 1K SAPU/g - Koshe,Enzyme,56.25,kg
R2601,Super Citrimax HCA-600-SXM Powder,BotExtract,54.08,kg
R2605,Coriander Seed Powder,Botanical,7.72,kg
R2606,Anise Seed Powder,Botanical,14.99,kg
R2607,Vervain Herb Powder,Botanical,17.53,kg
R2610,Bifidobacterium bifidum 100 Bill cfu/g,Probiotic,330.9,kg
R2611,Streptococcus thermophilus 100 Bil CFU/g,Probiotic,182,kg
R2613,Stannous (Tin) Chloride 1% Trit,Mineral,28.56,kg
R2626,Pomegranate Seed/Fruit Powder,Botanical,13.5,kg
R2629,Natural Raspberry Flavor,Flavor,35.9,kg
R2630,Ashwagandha Extract NLT 1.0% Alkaloids- Customer Specified,BotExtract,65,kg
R2634,Cauliflower Powder Whole Plant,Botanical,95.5,kg
R2649,Selenium Yeast 0.12% Se,Mineral,32.52,kg
R2658,Sodium Selenite NLT 1% Se,Mineral,62.47,kg
R2659,Fenugreek Extract 60% saponins,BotExtract,34,kg
R2660,"Fructus P. corylifoliae, Bu Gu Zhi",Botanical,20,kg
R2661,Eclipta Prostrata herb pow -Han Lian Cao,Botanical,16,kg
R2667,Glucosamine Sulfate 2NaCl 75.2% Granular,Nutrition,13.45,kg
R2669,Chondroitin Sulfate Sodium NLT 90% as-is basis by Enzymatic HPLC (Bovine) (CSb-Bioactive ),Animal,135,kg
R2671,Bio-Curcumin ,BotExtract,255,kg
R2684,D-Mannose,Nutrition,23,kg
R2690,Creatine Ethyl Ester HCL,AminoAcid,46.99,kg
R2699,MALTRIN  M100 Maltodextrin,Excipient,1.86,kg
R2701,"Sucralose Crystalline Powder, WADA",Excipient,30,kg
R2703,Bamboo PE 70% silica,BotExtract,35,kg
R2711,Natural Orange Color- Identity Preserved,Color,19.84,kg
R2712,ConcenTrace AC,Mineral,103.56,kg
R2721,Gamma-Butyrobetaine Ethyl Ester HCl,Nutrition,512.5,kg
R2722,L-Norvaline,AminoAcid,82,kg
R2723,Citrulline Malate 2:1  (Customer Specified),AminoAcid,7.3,kg
