ITEMID,DESCRIPTION,COMMODITYCODE
CR5917,"Capsule, Vcap, Size 00, white/white",Capsule
R5916,Natural and Artificial Bombsicle Type Flavor 807.1585U,Flavor
RDR5910,Organic Black Pepper Extract,BotExtract
RDR5909,Organic Maple Sugar Powder,Excipient
R5918,Natural and Artificial Wild Cherry Type Flavor 825.2634U,Flavor
RWL0245,Organic Sunflower Lecithin Oil,Fat/Facid
RDR5908,Organic Pumpkin Squash Powder CQ243-B1090,Botanical
R5903,Natural Raspberry Flavor WONF SD A19-002394,Flavor
CR5835,Magnesium Citrate Tablet (VS-1976),CustOwned
CR5836,Red Yeast Rice Capsule (VS-2205),CustOwned
CR5834,Ultimate Prostate Softgel (VS-3285),CustOwned
CR5837,Mushroom Immune Support Capsules (VS-3282),CustOwned
CR5838,Triple Strength Turmeric w Curcumin capsule (VS-2564),CustOwned
R5815,"Organic Storg-FA (Folic Acid) (from Lemon Peel Extract, Citrus limon) 5.0%",Vitamin
R5845,Organic green pea flakes FOOD ONLY,Botanical
R5805,Storg-C Organic Amla Fruit Extract 50% Vitamin C,BotExtract
R5807,Organic Potato Starch,Excipient
R5811,"Organic Storg-Bio (Biotin) (from Sesbania Leaf Extract, Sesbania grandiflora) 0.5%",Vitamin
R5804,Niacinamide USP 98.5%,Vitamin
R5819,"Organic Storg-SE (Selenium) (from Mustard Seed Extract, Brassica nigra) 0.5%",Mineral
R5827,Organic Spirulina Powder,Botanical
R5850,Nutrifusion Vitamin Mineral Blend #98 NF-82333  FOOD ONLY,Botanical
R5808,Organic Tapioca Maltodextrin,Excipient
R5847,Natural Lemon Flavor WONF A19-002076,Flavor
R5810,"Organic Storg-BT (Beta-Carotene) (from Annatto Seed Extract, Bixa orellana) 4%",Vitamin
R5817,Organic Storg-Kid (Multivitamin Blend),Vitamin
R5841,d-Biotin 1% on DCP,Vitamin
R5820,"Organic Storg-Zn (Zinc) (from Guava Leaf Extract, Psidium guajava) 4%",Mineral
R5822,Biogrown Vitamin K1 1% (from Medicago sativa),Vitamin
R5823,Re-Natured  Vitamin B12 (methylcobalamin from S. cerevisiae),Vitamin
R5843,Dipotassium Phosphate 44% K 17% P,Mineral
R5844,Sugar Beet Fiber,Fiber
R5851,Natural Orange Flavor WONF 703-007A,Flavor
R5825,Organic Broccoli Powder,Food
R5828,Organic Sweet Potato Powder,Food
R5830,Organic Quinoa powder,Botanical
R5846,Organic purple carrot juice powder,Botanical
R5856,Marshmallow Root Extract 4:1,BotExtract
R5854,Pomegranate Extract (fruit & skin) (std. to 60% polyphenols),BotExtract
R5855,Wormwood Herb,Botanical
CR5631,Ethyl Vanillin,CustOwned
CR4657,Exberry Shade Bubbly Pink Powder (Customer Exclusive),CustOwned
CR5065,Exberry  Shade Cascade Red Powder (Customer Exclusive),CustOwned
CR5645,Litesse Non-IP Polydextrose (Customer Specified),CustOwned
CR5643,L-Methylfolate Calcium (Customer Specified),CustOwned
CR5644,Natural Cane Sugar (Customer Specified),CustOwned
CR5649,Stevia Leaf Extract Starleaf Reb M (Customer Specified),CustOwned
CR5646,USA/CAN Vitamin Mineral Premix WE-29797 (Customer Specified),CustOwned
CR5642,Whey Protein Concentrate Instantized (Customer Specified),CustOwned
CR5657,Allulose (Customer Specified),CustOwned
CR5653,Green Tea Extract (Customer Specified),CustOwned
CR5652,Natural & Artificial Lemon Flavor (Customer Specified),CustOwned
CR5650,Natural & Artificial Lime Flavor (Customer Specified),CustOwned
CR5651,Natural & Artificial Orange Flavor (Blood Type) (Customer Specified),CustOwned
CR5668,Natural and Artificial Watermelon Flavor MTP00352 (Customer Exclusive),CustOwned
CR5658,Natural Chocolate Flavor (Customer Specified),CustOwned
CR5654,Tapioca Maltodextrin (Customer Specified),CustOwned
R5783,Yohimbine HCl 98%,BotExtract
R5885,Organic Chaga Extract 1:1 FOOD ONLY,BotExtract
R5889,Organic Reishi Mushroom Extract 1:1 (fruiting body) FOOD ONLY,BotExtract
R5886,Organic Cordyceps Mushroom Extract 1:1 (fruiting body) FOOD ONLY,BotExtract
R5887,Organic Lion's Mane Mushroom Extract 1:1 (fruiting body),BotExtract
R5888,Organic Maitake Mushroom Extract 1:1 (fruiting body) FOOD ONLY,BotExtract
R5890,Organic Shiitake Mushroom Extract 1:1 (fruiting body) FOOD ONLY,BotExtract
R5891,Soluble Corn Fiber Resistant Dextrin FiberSmart  FOOD ONLY,Fiber
R5898,Natural Red and White Sprinkle Blend FOOD ONLY,Excipient
R5894,Natural Burnt Sugar Type Flavor 769012 FOOD ONLY,Flavor
R5893,Natural Vanilla Type Flavor 769001 FOOD ONLY,Flavor
P292,500ml Black HDPE Jar 89mm,Jar
C2812,Revitalize FOR-0792,CustOwned
CD006,7 3/4 x 14 13/19 PAD 32ECT C KR PL,CustOwned
CR001,alfa-Yohimbine (Rauwolscine) 90%,CustOwned
CR002,Fish Protein Hydrolysate,CustOwned
CR003,Ovine Placenta Extract,CustOwned
CR004,Huperzine A 1%,CustOwned
CR005,Evodiamine 98%,CustOwned
CR006,Capsimax Capsicum Extract Beadlets 2%,CustOwned
CR007,Amla Extract 5:1,CustOwned
CR008,Tribulus alatus NLT 45% Beta/Stigma,CustOwned
CR009,Rhodiola Rosea Extract,CustOwned
CR010,Tribulus alatus Extract 45% Saponins,CustOwned
CR011,KSM-66 Ashwagandha (Withania somnifera),CustOwned
CR012,ageLOC Y-Span SEA Licaps (NSE Product Code #95001270),CustOwned
CR013,ageLOC SPAN MY Licaps (NSE Product Code #95001271),CustOwned
CR015,"L-Methylfolate, Calcium - 10%",CustOwned
CR016,Opadry Nutrapure Clear (Organic),CustOwned
CR017,Decaf Brazil Spray Dried Coffee,Food
CR018,Essential for Women Licap,CustOwned
CR019,Xylitol,Excipient
CR020,"Potassium Malate, Dibasic (Customer Specified)",CustOwned
CR2339,Medium Chain Triglycerides - MCT Oil Powder 50% (Customer Exclusive),Excipient
CR4620,Natural Vanilla Flavor (Customer Exclusive),Flavor
CR4622,"Natural Vanilla Flavor Powder #755300, FOOD ONLY (Customer Exclusive)",CustOwned
CR4981,CAB-O-SIL  M5 Untreated Fumed Silica - Kosher (Customer Exclusive),CustOwned
CR4982,Pregelatinized Starch - Kosher (Customer Exclusive),CustOwned
CR4983,Klucel Nutra D Hydroxypropylcellulose - Kosher (Customer Exclusive),CustOwned
CR4984,FLOCEL  102 Microcrystalline Cellulose - Kosher (Customer Exclusive),CustOwned
CR4985,N-Acetyl-L-Cysteine - Kosher (Customer Exclusive),CustOwned
CR4986,Manganese Gluconate 11% Mn - Kosher (Customer Exclusive),CustOwned
CR4987,Magnesium Citrate Tribasic Hydrate 11.2% - Kosher (Customer Exclusive),CustOwned
CR4988,Zinc Citrate Dihydrate 31% Zn - Kosher (Customer Exclusive),CustOwned
CR4989,Vanadium Citrate 0.475% V - Kosher (Customer Exclusive),CustOwned
CR4990,ConcenTrace MCC (Microcrystalline Cellulose with Mineral Powder) - Kosher (Customer Exclusive),CustOwned
CR4991,L-Selenomethionine 0.45% Se - Kosher (Customer Exclusive),CustOwned
CR4992,Molydenum Citrate 0.95% Mo - Kosher (Customer Exclusive),CustOwned
CR4993,Copper Gluconate 13.7% Cu - Kosher (Customer Exclusive),CustOwned
CR4994,Calcium Citrate Tetrahydrate 20.5% Ca - Kosher (Customer Exclusive),CustOwned
CR4995,Calcium Silicate - Kosher (Customer Exclusive),CustOwned
CR4996,Calcium Ascorbate DC 96% - Kosher (Customer Exclusive),CustOwned
CR4997,Boron Citrate 2.38% B - Kosher (Customer Exclusive),CustOwned
CR4998,Potassium Iodide 2% Iodine - Kosher (Customer Exclusive),CustOwned
CR4999,Chromium Polynicotinate Trit 0.5% Cr - Kosher (Customer Exclusive),CustOwned
CR5000,"Magnesium Ascorbate Granular, 80.7% Vitamin C, 5.57% Mg - Kosher (Customer Exclusive)",CustOwned
CR5001,Sodium Selenite 0.43% Se - Kosher (Customer Exclusive),CustOwned
CR5003,Natural Kiwi Strawberry Flavor WONF 538208 TP0554 (Customer Specified),CustOwned
CR5006,Splenda   Sucralose - Micronized,CustOwned
CR5057,Litesse  Ultra  Powder 8104712,CustOwned
CR5386,Gelatin Capsules 000,CustOwned
CR5387,Freeze Dried Bovine Liver,CustOwned
CR5393,Peptan B 5000 Bovine Collagen Peptides (Customer Specified),CustOwned
CR5394,Organic Vitamin C,CustOwned
CR5395,Organic Niacin,CustOwned
CR5396,Organic Biotin,CustOwned
CR5397,Organic B-Complex,CustOwned
CR5398,Organic Silica,CustOwned
CR5399,Organic Vitamin E,CustOwned
CR5400,Organic Folic Acid,CustOwned
CR5401,Organic Selenium,CustOwned
CR5402,Plant Capsule 00E,CustOwned
CR5420,Plant Capsule 00E,CustOwned
CR5455,Bone Collagen (Peptipuls XBB),CustOwned
CR5469,Soy Bean Powder (Glycine max) (Customer Exclusive),CustOwned
CR5717,Niagen  Nicotinamide Riboside Chloride NLT 90% (Customer Exclusive),CustOwned
CR5787,Calcium Formate,CustOwned
CR5788,Sumalate  (Ferrous Asparto Glycinate Chelate),CustOwned
CRWL0223,Green-Lipped Mussel Oil Blend,CustOwned
CRWL0224,Hemp Seed Oil Blend (Customer Exclusive),CustOwned
CRWL0237,Omega-3-Acid Triglycerides TG500200,CustOwned
CRWL0238,Omega-3-Acid Ethyl Esters EE100460,CustOwned
CRWL0244,Graminex NAX  7% paste -Standardized liposoluble pollen extract,CustOwned
CS1109,LuciPlex,CustOwned
CS151,Lignisul MSM (PC Networx),CustOwned
CS294,Turkish Zaatar FDA,CustOwned
CS297,Rhus Coriaria Sumac FDA,CustOwned
CS298,Lebanese Zaatar,CustOwned
CS301,Maca - Kosher,CustOwned
CS398,Brassica Rapa Pollen Powder (Radiance),CustOwned
CS458,Bacillus coagulans  15 Billion cfu/gram,CustOwned
CS468,Beta Glucan 80% (Biothera),CustOwned
CS511,NutriMinC RE (Capsugel),Softgel
CS516,Graminex G63,CustOwned
CS519,Eggshell Calcium - ESC - Membrell,CustOwned
CS520,Natural Eggshell Membrane - NEM - Membre,CustOwned
CS521,Flaxseed Powder,CustOwned
CS522,Omega Powder,CustOwned
CS539,Graminex G63 Extract,CustOwned
CS540,Graminex G63 Extract,CustOwned
CS541,Graminex G63 Flower Pollen Extract,CustOwned
CS542,Graminex G63 Lot BL074-10-00,CustOwned
CS543,Graminex G63 Extract,CustOwned
CS556,Graminex G63 Extract,CustOwned
CS561,NONI PULP SPRAY DRIED,CustOwned
CS564,Red Maca - Kosher,CustOwned
CS591,Vegetable Concentrate Powder,CustOwned
CS592,Fruit Concentrate w/o Raspberry,CustOwned
CS660,White Tea,CustOwned
CS661,Blueberry Fruit Extract PE 4:1,CustOwned
CS662,Red Raspberry PE Fruit 10:1,CustOwned
CS663,N-Acetyl Cysteine USP,CustOwned
CS664,L-Glutathione Reduced,CustOwned
CS665,Quercetin Dihydrate 98%,CustOwned
CS666,Bilberry Fruit Extract 4:1,CustOwned
CS667,D-Alpha Tocopheryl Succinate 1200IU/g,CustOwned
CS669,Pomegranate Extract,CustOwned
CS670,Mucuna Pruriens PE 15%,CustOwned
CS671,Terminalia Chebula Fruit PE,CustOwned
CS672,Boswellia Serrata,CustOwned
CS673,Maca PE 4:1,CustOwned
CS674,Resveratrol,CustOwned
CS675,Shilajit 20% Fulvic Acid,CustOwned
CS676,Chia Seeds PE 21% Omega 3's,CustOwned
CS677,Isagenix Product B Preblend,CustOwned
CS696,Men's Essentials Tablets BULK,CustOwned
CS697,Women's Essentials Tablets BULK,CustOwned
CS735,"Quatrefolic , L-5-Methyltetrahydrofolic",Vitamin
CS743,"Homeopathic Mixture, (NMS)",CustOwned
CS766,BV Homeopathic Mixture (NMS),CustOwned
CS777,"CarnipureTM L-Carnitine L-tartrate, 67%",CustOwned
CS782,Isagenix Product B Preblend (Mod 1),CustOwned
CS789,Saw Palmetto 45% fatty acids PE,CustOwned
CS790,AUS Vanilla Complete Shake,CustOwned
CS791,AUS Chocolate Complete Shake,CustOwned
CS794,(6S)-N5-Methyl-Tetrahydrofolic Acid Calc,Vitamin
CS831,Vinanza  Grape Seed Extract,CustOwned
CS835,Vemma  Formula Blend,Nutrition
CS836,Natural Strawberry Flavor WONF,Flavor
CS837,Natural Grape Flavor WONF,Flavor
CS838,Nat Tastegem  FL SW Flexarome ,Flavor
CS839,Natural Orange Flavor WONF,Flavor
CS847,MSC Certified Fish Oil w/ 1000IU Vit D3,Softgel
CS853,Graminex PollenBerry Powder,Botanical
CS879,Vemma  Formula Blend - Canada- FOOD Only,CustOwned
CS889,Vemma  Formula Blend - Mexico - FOOD Onl,Food
CS896,Vemma  Formula Blend - Europe- FOOD Only,Food
CS925,Vemma  Formula Blend - Australia- FOOD,CustOwned
CS971,Lyophilized Apoaequorin,CustOwned
CSF2523,DHEA,CustOwned
DUMMYRM,DUMMYRM,
FD5000,Basil Arispice 712473,Food
FD5001,Garlic Arispice 711852,Food
FD5002,Oregano Arispice 712500,Food
FD5004,Celery Natural Flavor 711067,Food
FD5005,Natural Tomato Flavor,Food
FD5007,Bacon type Flavor Natural MET0000726,Food
FD5009,"White Pepper Fruit, Food Use Only",Food
FD5011,Chicken Flavor,Food
FD5012,Chicken Soup Base Powder,CustOwned
FD5013,Corn Soup Base Powder,Food
FD5014,"Vitamin Mineral Premix, FOOD ONLY",Food
JB-RELOADEDSHAKER,"Shaker, B-NOX Reloaded",
K001,"Acerola Cherry Ext, 25% Vit C, M. glabra - Kosher",BotExtract
K004,"Apple Fiber Powder, A100 - Kosher",Botanical
K005,Beet Root Powder - Kosher,Botanical
K006,Bromelain (60 GDU/g) - Kosher,Enzyme
K007,"Cal Ascorbate, 80.5% Vit C, 9.2% Ca-Kosher",Vitamin
K008,Cranberry Fruit Powder - Kosher,Botanical
K009,"Enzyme Blend Formula, Juice Plus - Kosher 12mg Contains Fibrazyme 5mg (Hemicellulase 100HCU/mg, Beta Glucanase 1 BGU/mg, Phytase 0.25 FTU/mg) Amylase 418 DU, Protease 1215 HUT, Lipase 7 FIP, Cellulase 5.06 CU",Enzyme
K010,Glucomannan - Kosher,BotExtract
K011,Navel Orange Drum Dried Powder - Kosher,Botanical
K012,"Peach Powder, P100 - Kosher",Botanical
K013,Pineapple Freeze Dried Fruit Pwd- Kosher,Botanical
K014,Broccoli Powder - Kosher,Botanical
K015,Carrot Powder - Kosher,Botanical
K016,Parsley Leaf Powder - Kosher,Botanical
K017,Spinach Powder - Kosher,Botanical
K019,"Tomato Powder - Kosher, Registered Formula",Botanical
K020,Vegetable Powder - Kosher,Botanical
K022,"Vit A Palmitate 250M IU/g - Kosher, Veg",Vitamin
K023,Carocare 10% CWS/S - Kosher,Vitamin
K026,Natural Chocolate Flavor Powder - Kosher,Flavor
K027,Natural Vanilla Flavor - Kosher,Flavor
K028,Vineyard Blend - Kosher,Botanical
K029,Beet Root Powder-Proprietary NSA- Kosher,Botanical
K030,Beet Fiber Pwder-Proprietary  NSA-Kosher,Botanical
K031,"d-alpha tocopheryl acetate 700 IU, 51.5% Vitamin E Acetate, Novatol 700D - Halal (Customer Specified), WADA",Vitamin
K032,Apple Pectin Powder - Kosher,Botanical
K033,Soy Protein Isolate 90% Kosher,Protein
K062,d-biotin NLT 1% on DCP Kosher,Vitamin
K1108,Sodium Selenite NLT 1% Se Kosher,Mineral
K1225,Papaya Fruit Powder,Botanical
K1287,Granular Soy Lecithin (SOLEC R) - Kosher,Nutrition
K1322,Whole Grain Oat Flour,Nutrition
K1326,Vanilla Type Flavor Natural,Flavor
K1347,"Nutritional Yeast (Engevita Gold Flakes), Kosher",Nutrition
K1355,"Bromelain 2400 Powder, Kosher",Enzyme
K1356,Supro 661 Iso Soy Protein 90% -  Kosher - Non GMO Verified,Protein
K145,Choline Bitartrate (40% Choline) Kosher,Vitamin
K1574,Xanthan Gum Kosher,Fiber
K1599,Whey Protein Concentrate 80%,Protein
K1786,B-Carotene 333M IU/g 20% Natural Kosher,Vitamin
K1787,"Calcium Carbonate, 40% Ca, WADA - Kosher",Mineral
K1790,Citrus Bioflavonoids 10% - Kosher,BotExtract
K1812,Whey Protein Hydrolysate 86% Kosher,Protein
K1830,"Whey Protein, 90% (dried basis)",Protein
K1831,"Whey Prot 90% dry,84.6% as is ION Kosher",Protein
K1833,Magnasweet 125 Kosher,Flavor
K1836,Citrus Pectin Powder - Kosher,Fiber
K195,"D-Calcium Panto. 85% Panto. as is - Kosher, Halal, WADA (Customer Specified)",Vitamin
K200,Date Fruit Powder - Kosher,Botanical
K248,"Folic Acid USP (NLT 88% as is) Kosher, WADA",Vitamin
K2541,Lemon Bioflavonoid Complex 90% Kosher,BotExtract
K258,Odorless Garlic Powder - Kosher,Botanical
K325,Inositol Powder FCC 97%,Nutrition
K356,L-Glutamine FCC 99% - Kosher,AminoAcid
K360,L-Isoleucine,AminoAcid
K361,L-Leucine,AminoAcid
K368,L-Valine 98.5%,AminoAcid
K405,"Mag Stearate - Kosher, Vegetarian, IP, WADA (Customer Specified)",Excipient
K410,Maltodextrin M150 - Kosher,Excipient
K425,Micro-Cel C (Calcium Silicate) - Kosher,Excipient
K467,Papain  2000 units/mg - Kosher,Enzyme
K491,"Potassium Citrate,  36% Potassium Kosher, Halal",Mineral
K529,Rice Bran Powder - Kosher,Excipient
K566,Solka Floc 40 FCC Powder - Kosher,Excipient
K615,"Vit E succinate, 1162 IU/g - Kosher, Veg",Vitamin
K620,"Riboflavin USP Powder NLT 96.5% - Kosher, WADA (Customer Specified)",Vitamin
K622,"Vit D3 100M IU/g cholecalciferol- Kosher, WADA (Customer Specified)",Vitamin
K636,Sweet Dairy Whey,Protein
K676,Vitamin E Mixed Tocopherols 350 IU/G,Vitamin
K677,Niacinamide Granular USP 98.5% Kosher,Vitamin
K679,"L-Selenomethionine, 0.5% Se - Kosher",Mineral
K705,Prune (Plum) Powder,Botanical
K722,"Betatene 7.5%, 95500 IU/g (D. salina)",Vitamin
K730,Barley Bran Powder,Fiber
K846,"Sodium Molybdate 20% Na, 39.7% Mo",Mineral
K852,"Stevia Extract, 90% Steviosides",BotExtract
K921,Vitamin D2 CapsuDar 100 M IU/G,Vitamin
LI007,Oregabiotic Licap,Capsule
O001,Organic Arabic Gum SF - Kosher,BotExtract
O003,"Organic Acerola, 30% Vit C,",BotExtract
O004,Alfalfa Grass Juice,Botanical
O006, Kamut Grass Juice Powder,Botanical
O008,Wheat Grass Juice Powder,Botanical
O009,"Organic Kale Pwder, B. oleracea - Kosher",Botanical
O010,"Organic Spinach Pwd, S. oleracea- Kosher",Botanical
O011,Berry Power-TM 95%,Botanical
O012,Organic Wheat Grass Pwd - Kosher,Botanical
O013,Organic Oat Grass Powder - Kosher,Botanical
O014,Organic Apple Powder - Kosher,Botanical
O015,Organic Strawberry Powder - Kosher,Botanical
O016,Organic Cherry Powder - Kosher,Botanical
O017,Organic Blueberry Powder - Kosher,Botanical
O018,"Organic Raspberry Powder, Rubus - Kosher",Botanical
O019,"Organic Carrot Pwd, Dacus carota -Kosher",Botanical
O020,Organic Tomato Powder - Kosher,Botanical
O021,Organic Psyllium Husk Whole 85% - Kosher - Non-GMO Verified,Fiber
O023,"Organic Evap Cane Juice Crystals, Kosher",Excipient
O033,"Organic Garlic Bulb Pwd, Allium sativum",Botanical
O034,"Organic Onion Bulb Powder, Allium cepa",Botanical
O035,Organic Acai Berry Powder Freeze Dried,Botanical
O036,Organic Barley Grass Pwd - Kosher,Botanical
O037,Organic Beet Powder - Kosher,Botanical
O038,Organic Brown Flax Seed - Kosher,Botanical
O039,Organic Spirulina - Kosher,Botanical
O040,Organic Blue Green Algae,Botanical
O042,Organic Maca Root Powder,Botanical
O045,Organic Powdered Sugar - Kosher,Flavor
O047,Organic Rice Bran Ext - NuRice - Kosher,BotExtract
O048,Organic Stevia 90% - Kosher,BotExtract
O051,Organic Carnuba Wax Powder - Kosher,Coating
O059,Organic Nettle,Botanical
O064,Organic Maltodextrin,Excipient
O066,Organic Rice Protein Silk 76%  Oryzatein Kosher,Protein
O067,Organic Cinnamon Powder,Botanical
O069,Organic Cranberry Powder - Freeze Dried,Botanical
O075,Organic Flavor Blend Masking Type,Flavor
P562,JP Harvest Mix Film,Film-Packe
PG3024-30-B,"Gusset, Slim Hunger Control, 30ct  Rev: 1SLM330P1D03",Gusset
R0001S,Ahiflower Oil,Fat/Facid
R0002S,Broccoli Seed Oil,Fat/Facid
R0003S,Pomegranate Seed Oil,Fat/Facid
R0004S,Raspberry Seed Oil,Fat/Facid
R0005S,Seabuckthorn Berry Oil,Fat/Facid
R0006S,Avocado Oil,Fat/Facid
R002,Acacia Gum Powder,Fiber
R003,"Croscarmellose Sodium NF Acdisol/Solutab, WADA - Kosher",Excipient
R006,"Acetyl L-Carnitine HCl, 83% Acetyl L-Car",AminoAcid
R009,Citrus Aurantium 6% (Advantra Z TM),BotExtract
R012,Alfalfa Leaf Powder,Botanical
R017,Aloe Vera Leaf Powder (A. barbadensis),Botanical
R019,Alpha Lipoic Acid 99%,Nutrition
R021,"Amylase 30,000 SKB/g",Enzyme
R028,Apple Fiber Powder,Botanical
R031,Artichoke Leaf Pwd Cynara scolymus Koshe,Botanical
R033,"Ascorbyl Palmitate, 42.5% Vitamin C (Customer Specified)",Vitamin
R034,"Ascorbic Acid USP, 99% - Kosher, WADA (Customer Specified)",Vitamin
R036,"Ascorbic Acid DC NLT 96% Vitamin C - Halal, Registered (Customer Specified)",Vitamin
R037,Ashwagandha Extract 2.5% Withanolides,BotExtract
R039,Astragalus Root Powder,Botanical
R040,Astragalus Root Extract 5:1,BotExtract
R042,Avena Sativa Powder Extract 10:1,BotExtract
R044,Barley Grass Powder - Kosher,Botanical
R047,Bee Propolis Powder Extract 2:1,Nutrition
R049,Bee Pollen Powder,Botanical
R051,Bentonite Clay (Montmorillonite),Mineral
R054,Beta-Sitosterol 40% (Phytosterols 95%),Nutrition
R055,Betaine HCl NLT 98% USP NLT 74% Betaine - Halal,Nutrition
R058,Bilberry Leaf Powder,Botanical
R059,Bilberry Fruit Powder Extract 4:1,BotExtract
R061,Bioperine (Black Pepper Extract NLT 95%),BotExtract
R062,"d-biotin NLT 1% Granular on DCP, WADA (Customer Specified)",Vitamin
R064,"Black Walnut Hull Pwd, Juglans nigeria",Botanical
R065,Bladderwrack Powder,Botanical
R066,Blessed Thistle Herb Powder,Botanical
R067,Black Cohosh Root Powder (C. racemosa),Botanical
R070,Blueberry Fruit Powder,Botanical
R073,Borage Oil Powder,Fat/Facid
R076,Sodium Borate 5% Trituration (NLT 5% Bor,Mineral
R078,Boswellia serrata Ext >65% Organic Acids,BotExtract
R086,Brown Rice Powder,Fiber
R088,Butchers Broom Root Powder,Botanical
R092,Burdock Root Powder (Arctium lappa),Botanical
R094,"Silicon Dioxide Fumed (Cabosil M5P- Kosher, Halal",Excipient
R095,Cabbage Powder,Botanical
R100,Calcium Aquamin (from Seaweed) Ca 31%,Mineral
R1004,Hawthorn Leaf & Flower PE 1.8% Vitexin,BotExtract
R1010,"Capsule, Gelatin, Size 00E, Clear/Clear",Capsule
R102,Calcium Carbonate Extra Light (Density),Mineral
R1024,Ipriflavone 98.5%,Hormone
R103,"Calcium Carbonate DC, 36% Ca",Mineral
R1032,Horse Chestnut 5:1,BotExtract
R104,"Calcium Citrate DC, Ca 20.5%",Mineral
R1041,Potassium Pyruvate 65% Pyruvic 31% K,Mineral
